Country,Cases,Deaths,UpdateTime
Samoa,1,0,6/24/20097:00
SaudiArabia,45,0,6/24/20097:00
Singapore,194,0,6/24/20097:00
Slovakia,4,0,6/24/20097:00
Slovenia,1,0,6/24/20097:00
SouthAfrica,1,0,6/24/20097:00
Spain,539,0,6/24/20097:00
SriLanka,5,0,6/24/20097:00
Suriname,11,0,6/24/20097:00
Sweden,55,0,6/24/20097:00
Switzerland,33,0,6/24/20097:00
Thailand,774,0,6/24/20097:00
TrinidadandTobago,25,0,6/24/20097:00
Tunisia,2,0,6/24/20097:00
Turkey,26,0,6/24/20097:00
Ukraine,1,0,6/24/20097:00
UnitedArabEmirates,2,0,6/24/20097:00
UnitedKingdom,2905,1,6/24/20097:00
     IsleofMan,CrownDependency,1,0,6/24/20097:00
     Jersey,CrownDependency,3,0,6/24/20097:00
UnitedStatesofAmerica,21449,87,6/24/20097:00
Uruguay,195,0,6/24/20097:00
Vanuatu,1,,6/24/20097:00
Venezuela,135,0,6/24/20097:00
VietNam,56,0,6/24/20097:00
WestBankandGazaStrip,8,0,6/24/20097:00
Yemen,6,0,6/24/20097:00
GrandTotal,55867,238,6/24/20097:00
Algeria,1,0,6/22/20097:00
Argentina,1010,7,6/22/20097:00
Australia,2436,1,6/22/20097:00
Austria,9,0,6/22/20097:00
Bahamas,2,0,6/22/20097:00
Bahrain,15,0,6/22/20097:00
Bangladesh,1,0,6/22/20097:00
Barbados,4,0,6/22/20097:00
Belgium,29,0,6/22/20097:00
Bermuda,UKOT,1,0,6/22/20097:00
Bolivia,25,0,6/22/20097:00
Brazil,131,0,6/22/20097:00
BritishVirginIslands,UKOT,1,0,6/22/20097:00
BruneiDarussalam,1,0,6/22/20097:00
Bulgaria,2,0,6/22/20097:00
Canada,5710,13,6/22/20097:00
CaymanIslands,UKOT,4,0,6/22/20097:00
Chile,4315,4,6/22/20097:00
China,739,0,6/22/20097:00
Colombia,71,2,6/22/20097:00
CostaRica,149,1,6/22/20097:00
Cuba,15,0,6/22/20097:00
Cyprus,4,0,6/22/20097:00
CzechRepublic,7,0,6/22/20097:00
Denmark,23,0,6/22/20097:00
Dominica,1,0,6/22/20097:00
DominicanRepublic,93,1,6/22/20097:00
Ecuador,95,0,6/22/20097:00
Egypt,39,0,6/22/20097:00
ElSalvador,160,0,6/22/20097:00
Estonia,5,0,6/22/20097:00
Fiji,1,0,6/22/20097:00
Finland,13,0,6/22/20097:00
France,147,0,6/22/20097:00
    FrenchPolynesia,FOC,1,0,6/22/20097:00
    Martinique,FOC,1,0,6/22/20097:00
Germany,275,0,6/22/20097:00
Greece,48,0,6/22/20097:00
Guatemala ,208,1,6/22/20097:00
Honduras,108,0,6/22/20097:00
Hungary,7,0,6/22/20097:00
Iceland,4,0,6/22/20097:00
India,44,0,6/22/20097:00
Ireland,23,0,6/22/20097:00
Israel,291,0,6/22/20097:00
Italy,88,0,6/22/20097:00
Jamaica,19,0,6/22/20097:00
Japan,850,0,6/22/20097:00
Jordan,13,0,6/22/20097:00
Korea,Republicof,105,0,6/22/20097:00
Kuwait,26,0,6/22/20097:00
Laos,2,0,6/22/20097:00
Lebanon,12,0,6/22/20097:00
Luxembourg,3,0,6/22/20097:00
Malaysia,23,0,6/22/20097:00
Mexico,7624,113,6/22/20097:00
Morocco*,6,0,6/22/20097:00
Netherlands,91,0,6/22/20097:00
     NetherlandsAntilles,Curaçao**,3,0,6/22/20097:00
     NetherlandsAntilles,SintMaarten,1,0,6/22/20097:00
NewZealand,258,0,6/22/20097:00
Nicaragua,189,0,6/22/20097:00
Norway,17,0,6/22/20097:00
Oman,3,0,6/22/20097:00
Panama,330,0,6/22/20097:00
PapuaNewGuinea,1,0,6/22/20097:00
Paraguay,48,0,6/22/20097:00
Peru,185,0,6/22/20097:00
Philippines,344,0,6/22/20097:00
Poland,13,0,6/22/20097:00
Portugal,6,0,6/22/20097:00
Qatar,8,0,6/22/20097:00
Romania,18,0,6/22/20097:00
Russia,3,0,6/22/20097:00
Samoa,1,0,6/22/20097:00
SaudiArabia,35,0,6/22/20097:00
Singapore,142,0,6/22/20097:00
Slovakia,3,0,6/22/20097:00
Slovenia,1,0,6/22/20097:00
SouthAfrica,1,0,6/22/20097:00
Spain,522,0,6/22/20097:00
SriLanka,4,0,6/22/20097:00
Suriname,11,0,6/22/20097:00
Sweden,48,0,6/22/20097:00
Switzerland,31,0,6/22/20097:00
Thailand,589,0,6/22/20097:00
TrinidadandTobago,18,0,6/22/20097:00
Turkey,20,0,6/22/20097:00
Ukraine,1,0,6/22/20097:00
UnitedArabEmirates,2,0,6/22/20097:00
UnitedKingdom,2506,1,6/22/20097:00
     IsleofMan,CrownDependency,1,0,6/22/20097:00
     Jersey,CrownDependency,1,0,6/22/20097:00
UnitedStatesofAmerica,21449,87,6/22/20097:00
Uruguay,36,0,6/22/20097:00
Venezuela,71,0,6/22/20097:00
VietNam,35,0,6/22/20097:00
WestBankandGazaStrip,8,0,6/22/20097:00
Yemen,5,0,6/22/20097:00
GrandTotal,52160,231,6/22/20097:00
Argentina,918,4,6/19/20097:00
Australia,2199,0,6/19/20097:00
Austria,8,0,6/19/20097:00
Bahamas,2,0,6/19/20097:00
Bahrain,12,0,6/19/20097:00
Barbados,4,0,6/19/20097:00
Belgium,19,0,6/19/20097:00
Bermuda,UKOT,1,0,6/19/20097:00
Bolivia,11,0,6/19/20097:00
Brazil,96,0,6/19/20097:00
BritishVirginIslands,UKOT,1,0,6/19/20097:00
Bulgaria,2,0,6/19/20097:00
Canada,4905,12,6/19/20097:00
CaymanIslands,UKOT,4,0,6/19/20097:00
Chile,3125,2,6/19/20097:00
China,519,0,6/19/20097:00
Colombia,60,1,6/19/20097:00
CostaRica,149,1,6/19/20097:00
Cuba,15,0,6/19/20097:00
Cyprus,1,0,6/19/20097:00
CzechRepublic,5,0,6/19/20097:00
Denmark,22,0,6/19/20097:00
Dominica,1,0,6/19/20097:00
DominicanRepublic,93,1,6/19/20097:00
Ecuador,86,0,6/19/20097:00
Egypt,29,0,6/19/20097:00
ElSalvador,160,0,6/19/20097:00
Estonia,5,0,6/19/20097:00
Finland,13,0,6/19/20097:00
France,131,0,6/19/20097:00
    FrenchPolynesia,FOC,1,0,6/19/20097:00
    Martinique,FOC,1,0,6/19/20097:00
Germany,238,0,6/19/20097:00
Greece,31,0,6/19/20097:00
Guatemala ,153,1,6/19/20097:00
Honduras,108,0,6/19/20097:00
Hungary,7,0,6/19/20097:00
Iceland,4,0,6/19/20097:00
India,30,0,6/19/20097:00
Ireland,16,0,6/19/20097:00
Israel,219,0,6/19/20097:00
Italy,88,0,6/19/20097:00
Jamaica,14,0,6/19/20097:00
Japan,690,0,6/19/20097:00
Jordan,2,0,6/19/20097:00
Korea,Republicof,84,0,6/19/20097:00
Kuwait,18,0,6/19/20097:00
Laos,1,0,6/19/20097:00
Lebanon,12,0,6/19/20097:00
Luxembourg,2,0,6/19/20097:00
Malaysia,23,0,6/19/20097:00
Mexico,7624,113,6/19/20097:00
Morocco,8,0,6/19/20097:00
Netherlands,87,0,6/19/20097:00
     NetherlandsAntilles,Curaçao*,3,0,6/19/20097:00
     NetherlandsAntilles,SintMaarten,1,0,6/19/20097:00
NewZealand,216,0,6/19/20097:00
Nicaragua,144,0,6/19/20097:00
Norway,17,0,6/19/20097:00
Oman,3,0,6/19/20097:00
Panama,272,0,6/19/20097:00
PapuaNewGuinea,1,0,6/19/20097:00
Paraguay,27,0,6/19/20097:00
Peru,141,0,6/19/20097:00
Philippines,311,0,6/19/20097:00
Poland,7,0,6/19/20097:00
Portugal,5,0,6/19/20097:00
Qatar,3,0,6/19/20097:00
Romania,18,0,6/19/20097:00
Russia,3,0,6/19/20097:00
Samoa,1,0,6/19/20097:00
SaudiArabia,22,0,6/19/20097:00
Singapore,77,0,6/19/20097:00
Slovakia,3,0,6/19/20097:00
SouthAfrica,1,0,6/19/20097:00
Spain,512,0,6/19/20097:00
SriLanka,1,0,6/19/20097:00
Suriname,11,0,6/19/20097:00
Sweden,43,0,6/19/20097:00
Switzerland,27,0,6/19/20097:00
Thailand,518,0,6/19/20097:00
TrinidadandTobago,18,0,6/19/20097:00
Turkey,20,0,6/19/20097:00
Ukraine,1,0,6/19/20097:00
UnitedArabEmirates,2,0,6/19/20097:00
UnitedKingdom,1752,1,6/19/20097:00
     IsleofMan,CrownDependency,1,0,6/19/20097:00
     Jersey,CrownDependency,1,0,6/19/20097:00
UnitedStatesofAmerica,17855,44,6/19/20097:00
Uruguay,36,0,6/19/20097:00
Venezuela,60,0,6/19/20097:00
VietNam,27,0,6/19/20097:00
WestBankandGazaStrip,5,0,6/19/20097:00
Yemen,4,0,6/19/20097:00
GrandTotal,44287,180,6/19/20097:00
Argentina,733,1,6/17/200912:00
Australia,2112,0,6/17/200912:00
Austria,7,0,6/17/200912:00
Bahamas,2,0,6/17/200912:00
Bahrain,12,0,6/17/200912:00
Barbados,3,0,6/17/200912:00
Belgium,19,0,6/17/200912:00
Bermuda,UKOT,1,0,6/17/200912:00
Bolivia,11,0,6/17/200912:00
Brazil,79,0,6/17/200912:00
BritishVirginIslands,UKOT,1,0,6/17/200912:00
Bulgaria,2,0,6/17/200912:00
Canada,4049,7,6/17/200912:00
CaymanIslands,UKOT,4,0,6/17/200912:00
Chile,2335,2,6/17/200912:00
China,382,0,6/17/200912:00
Colombia,53,1,6/17/200912:00
CostaRica,149,1,6/17/200912:00
Cuba,7,0,6/17/200912:00
Cyprus,1,0,6/17/200912:00
CzechRepublic,4,0,6/17/200912:00
Denmark,15,0,6/17/200912:00
Dominica,1,0,6/17/200912:00
DominicanRepublic,93,1,6/17/200912:00
Ecuador,86,0,6/17/200912:00
Egypt,26,0,6/17/200912:00
ElSalvador,125,0,6/17/200912:00
Estonia,4,0,6/17/200912:00
Finland,12,0,6/17/200912:00
France,118,0,6/17/200912:00
France,FrenchPolynesia,FOC,1,0,6/17/200912:00
France,Martinique,FOC,1,0,6/17/200912:00
Germany,195,0,6/17/200912:00
Greece,23,0,6/17/200912:00
Guatemala,128,1,6/17/200912:00
Honduras,100,0,6/17/200912:00
Hungary,4,0,6/17/200912:00
Iceland,4,0,6/17/200912:00
India,30,0,6/17/200912:00
Ireland,12,0,6/17/200912:00
Israel,152,0,6/17/200912:00
Italy,72,0,6/17/200912:00
Jamaica,12,0,6/17/200912:00
Japan,666,0,6/17/200912:00
Jordan,2,0,6/17/200912:00
Korea,Republicof,65,0,6/17/200912:00
Kuwait,18,0,6/17/200912:00
Lebanon,11,0,6/17/200912:00
Luxembourg,2,0,6/17/200912:00
Malaysia,17,0,6/17/200912:00
Mexico,6241,108,6/17/200912:00
Morocco,3,0,6/17/200912:00
Netherlands,68,0,6/17/200912:00
Netherlands,Curacao,OT,1,0,6/17/200912:00
NewZealand,127,0,6/17/200912:00
Nicaragua,118,0,6/17/200912:00
Norway,13,0,6/17/200912:00
Panama,272,0,6/17/200912:00
Paraguay,25,0,6/17/200912:00
Peru,112,0,6/17/200912:00
Philippines,193,0,6/17/200912:00
Poland,7,0,6/17/200912:00
Portugal,3,0,6/17/200912:00
Qatar,3,0,6/17/200912:00
Romania,16,0,6/17/200912:00
Russia,3,0,6/17/200912:00
Samoa,1,0,6/17/200912:00
SaudiArabia,17,0,6/17/200912:00
Singapore,49,0,6/17/200912:00
Slovakia,3,0,6/17/200912:00
Spain,499,0,6/17/200912:00
SriLanka,1,0,6/17/200912:00
Sweden,37,0,6/17/200912:00
Switzerland,27,0,6/17/200912:00
Thailand,310,0,6/17/200912:00
TrinidadandTobago,5,0,6/17/200912:00
Turkey,16,0,6/17/200912:00
Ukraine,1,0,6/17/200912:00
UnitedArabEmirates,1,0,6/17/200912:00
UnitedKingdom,1461,1,6/17/200912:00
UnitedKingdom,IsleofMan,CrownDependency,1,0,6/17/200912:00
UnitedKingdom,Jersey,CrownDependency,1,0,6/17/200912:00
UnitedStatesofAmerica*,17855,44,6/17/200912:00
Uruguay,36,0,6/17/200912:00
Venezuela,45,0,6/17/200912:00
VietNam,27,0,6/17/200912:00
WestBankandGazaStrip,2,0,6/17/200912:00
Yemen,1,0,6/17/200912:00
GrandTotal,39620,167,6/17/200912:00
Argentina,343,0,6/15/200917:00
Australia,1823,0,6/15/200917:00
Austria,7,0,6/15/200917:00
Bahamas,1,0,6/15/200917:00
Bahrain,1,0,6/15/200917:00
Barbados,3,0,6/15/200917:00
Belgium,17,0,6/15/200917:00
Bolivia,7,0,6/15/200917:00
Brazil,54,0,6/15/200917:00
Bulgaria,2,0,6/15/200917:00
Canada,2978,4,6/15/200917:00
CaymanIslands,UKOT,2,0,6/15/200917:00
Chile,1694,2,6/15/200917:00
China,318,0,6/15/200917:00
Colombia,42,1,6/15/200917:00
CostaRica,104,1,6/15/200917:00
Cuba,6,0,6/15/200917:00
Cyprus,1,0,6/15/200917:00
CzechRepublic,4,0,6/15/200917:00
Denmark,12,0,6/15/200917:00
Dominica,1,0,6/15/200917:00
DominicanRepublic,93,1,6/15/200917:00
Ecuador,80,0,6/15/200917:00
Egypt,18,0,6/15/200917:00
ElSalvador,95,0,6/15/200917:00
Estonia,4,0,6/15/200917:00
Finland,4,0,6/15/200917:00
France,80,0,6/15/200917:00
Germany,170,0,6/15/200917:00
Greece,19,0,6/15/200917:00
Guatemala,119,1,6/15/200917:00
Honduras,89,0,6/15/200917:00
Hungary,4,0,6/15/200917:00
Iceland,4,0,6/15/200917:00
India,16,0,6/15/200917:00
Ireland,12,0,6/15/200917:00
Israel,117,0,6/15/200917:00
Italy,67,0,6/15/200917:00
Jamaica,11,0,6/15/200917:00
Japan,605,0,6/15/200917:00
Korea,Republicof,65,0,6/15/200917:00
Kuwait,18,0,6/15/200917:00
Lebanon,8,0,6/15/200917:00
Luxembourg,1,0,6/15/200917:00
Malaysia,5,0,6/15/200917:00
Mexico,6241,108,6/15/200917:00
Morocco,1,0,6/15/200917:00
Netherlands,61,0,6/15/200917:00
NewZealand,86,0,6/15/200917:00
Nicaragua,56,0,6/15/200917:00
Norway,13,0,6/15/200917:00
Panama,272,0,6/15/200917:00
Paraguay,25,0,6/15/200917:00
Peru,91,0,6/15/200917:00
Philippines,77,0,6/15/200917:00
Poland,7,0,6/15/200917:00
Portugal,3,0,6/15/200917:00
Romania,13,0,6/15/200917:00
Russia,3,0,6/15/200917:00
SaudiArabia,11,0,6/15/200917:00
Singapore,47,0,6/15/200917:00
Slovakia,3,0,6/15/200917:00
Spain,488,0,6/15/200917:00
Sweden,32,0,6/15/200917:00
Switzerland,22,0,6/15/200917:00
Thailand,29,0,6/15/200917:00
TrinidadandTobago,5,0,6/15/200917:00
Turkey,10,0,6/15/200917:00
Ukraine,1,0,6/15/200917:00
UnitedArabEmirates,1,0,6/15/200917:00
UnitedKingdom,1226,0,6/15/200917:00
UnitedStatesofAmerica,17855,45,6/15/200917:00
Uruguay,36,0,6/15/200917:00
Venezuela,25,0,6/15/200917:00
VietNam,25,0,6/15/200917:00
WestBankandGazaStrip,2,0,6/15/200917:00
GrandTotal,35928,163,6/15/200917:00
Argentina,343,0,6/12/20097:00
Australia,1307,0,6/12/20097:00
Austria,7,0,6/12/20097:00
Bahamas,1,0,6/12/20097:00
Bahrain,1,0,6/12/20097:00
Barbados,3,0,6/12/20097:00
Belgium,14,0,6/12/20097:00
Bolivia,5,0,6/12/20097:00
Brazil,52,0,6/12/20097:00
Bulgaria,2,0,6/12/20097:00
Canada,2978,4,6/12/20097:00
CaymanIslands,UKOT,2,0,6/12/20097:00
Chile,1694,2,6/12/20097:00
China,188,0,6/12/20097:00
Colombia,35,1,6/12/20097:00
CostaRica,104,1,6/12/20097:00
Cuba,6,0,6/12/20097:00
Cyprus,1,0,6/12/20097:00
CzechRepublic,4,0,6/12/20097:00
Denmark,11,0,6/12/20097:00
Dominica,1,0,6/12/20097:00
DominicanRepublic,91,1,6/12/20097:00
Ecuador,67,0,6/12/20097:00
Egypt,10,0,6/12/20097:00
ElSalvador,69,0,6/12/20097:00
Estonia,4,0,6/12/20097:00
Finland,4,0,6/12/20097:00
France,73,0,6/12/20097:00
Germany,95,0,6/12/20097:00
Greece,7,0,6/12/20097:00
Guatemala,74,1,6/12/20097:00
Honduras,89,0,6/12/20097:00
Hungary,4,0,6/12/20097:00
Iceland,4,0,6/12/20097:00
India,9,0,6/12/20097:00
Ireland,12,0,6/12/20097:00
Israel,68,0,6/12/20097:00
Italy,56,0,6/12/20097:00
Jamaica,11,0,6/12/20097:00
Japan,549,0,6/12/20097:00
Korea,Republicof,53,0,6/12/20097:00
Kuwait,18,0,6/12/20097:00
Lebanon,8,0,6/12/20097:00
Luxembourg,1,0,6/12/20097:00
Malaysia,5,0,6/12/20097:00
Mexico,6241,108,6/12/20097:00
Netherlands,35,0,6/12/20097:00
NewZealand,27,0,6/12/20097:00
Nicaragua,56,0,6/12/20097:00
Norway,13,0,6/12/20097:00
Panama,221,0,6/12/20097:00
Paraguay,25,0,6/12/20097:00
Peru,79,0,6/12/20097:00
Philippines,77,0,6/12/20097:00
Poland,7,0,6/12/20097:00
Portugal,2,0,6/12/20097:00
Romania,11,0,6/12/20097:00
Russia,3,0,6/12/20097:00
SaudiArabia,1,0,6/12/20097:00
Singapore,18,0,6/12/20097:00
Slovakia,3,0,6/12/20097:00
Spain,488,0,6/12/20097:00
Sweden,19,0,6/12/20097:00
Switzerland,20,0,6/12/20097:00
Thailand,8,0,6/12/20097:00
TrinidadandTobago,4,0,6/12/20097:00
Turkey,10,0,6/12/20097:00
Ukraine,1,0,6/12/20097:00
UnitedArabEmirates,1,0,6/12/20097:00
UnitedKingdom,822,0,6/12/20097:00
UnitedStatesofAmerica,13217,27,6/12/20097:00
Uruguay,36,0,6/12/20097:00
Venezuela,25,0,6/12/20097:00
VietNam,23,0,6/12/20097:00
GrandTotal,29669,145,6/12/20097:00
Argentina,256,0,6/11/200914:00
Australia,1307,0,6/11/200914:00
Austria,7,0,6/11/200914:00
Bahamas,1,0,6/11/200914:00
Bahrain,1,0,6/11/200914:00
Barbados,3,0,6/11/200914:00
Belgium,14,0,6/11/200914:00
Bolivia,5,0,6/11/200914:00
Brazil,40,0,6/11/200914:00
Bulgaria,2,0,6/11/200914:00
Canada,2446,4,6/11/200914:00
CaymanIslands,UKOT,2,0,6/11/200914:00
Chile,1694,2,6/11/200914:00
China,174,0,6/11/200914:00
Colombia,35,1,6/11/200914:00
CostaRica,104,1,6/11/200914:00
Cuba,5,0,6/11/200914:00
Cyprus,1,0,6/11/200914:00
CzechRepublic,4,0,6/11/200914:00
Denmark,10,0,6/11/200914:00
Dominica,1,0,6/11/200914:00
DominicanRepublic,91,1,6/11/200914:00
Ecuador,67,0,6/11/200914:00
Egypt,10,0,6/11/200914:00
ElSalvador,69,0,6/11/200914:00
Estonia,4,0,6/11/200914:00
Finland,4,0,6/11/200914:00
France,73,0,6/11/200914:00
Germany,95,0,6/11/200914:00
Greece,7,0,6/11/200914:00
Guatemala,60,0,6/11/200914:00
Honduras,89,0,6/11/200914:00
Hungary,4,0,6/11/200914:00
Iceland,3,0,6/11/200914:00
India,9,0,6/11/200914:00
Ireland,12,0,6/11/200914:00
Israel,68,0,6/11/200914:00
Italy,54,0,6/11/200914:00
Jamaica,10,0,6/11/200914:00
Japan,518,0,6/11/200914:00
Korea,Republicof,53,0,6/11/200914:00
Kuwait,18,0,6/11/200914:00
Lebanon,8,0,6/11/200914:00
Luxembourg,1,0,6/11/200914:00
Malaysia,5,0,6/11/200914:00
Mexico,6241,108,6/11/200914:00
Netherlands,30,0,6/11/200914:00
NewZealand,23,0,6/11/200914:00
Nicaragua,45,0,6/11/200914:00
Norway,13,0,6/11/200914:00
Panama,221,0,6/11/200914:00
Paraguay,25,0,6/11/200914:00
Peru,64,0,6/11/200914:00
Philippines,77,0,6/11/200914:00
Poland,7,0,6/11/200914:00
Portugal,2,0,6/11/200914:00
Romania,11,0,6/11/200914:00
Russia,3,0,6/11/200914:00
SaudiArabia,1,0,6/11/200914:00
Singapore,18,0,6/11/200914:00
Slovakia,3,0,6/11/200914:00
Spain,357,0,6/11/200914:00
Sweden,19,0,6/11/200914:00
Switzerland,20,0,6/11/200914:00
Thailand,8,0,6/11/200914:00
TrinidadandTobago,2,0,6/11/200914:00
Turkey,10,0,6/11/200914:00
Ukraine,1,0,6/11/200914:00
UnitedArabEmirates,1,0,6/11/200914:00
UnitedKingdom,822,0,6/11/200914:00
UnitedStatesofAmerica,13217,27,6/11/200914:00
Uruguay,24,0,6/11/200914:00
Venezuela,13,0,6/11/200914:00
VietNam,16,0,6/11/200914:00
GrandTotal,28774,144,6/11/200914:00
Argentina,235,0,6/10/20096:00
Australia,1224,0,6/10/20096:00
Austria,5,0,6/10/20096:00
Bahamas,2,0,6/10/20096:00
Bahrain,1,0,6/10/20096:00
Barbados,2,0,6/10/20096:00
Belgium,14,0,6/10/20096:00
Bolivia,3,0,6/10/20096:00
Brazil,36,0,6/10/20096:00
Bulgaria,2,0,6/10/20096:00
Canada,2446,4,6/10/20096:00
CaymanIslands,UKOT,1,0,6/10/20096:00
Chile,1694,2,6/10/20096:00
China,142,0,6/10/20096:00
Colombia,35,0,6/10/20096:00
CostaRica,93,1,6/10/20096:00
Cuba,5,0,6/10/20096:00
Cyprus,1,0,6/10/20096:00
CzechRepublic,2,0,6/10/20096:00
Denmark,8,0,6/10/20096:00
Dominica,1,0,6/10/20096:00
DominicanRepublic,91,1,6/10/20096:00
Ecuador,60,0,6/10/20096:00
Egypt,8,0,6/10/20096:00
ElSalvador,69,0,6/10/20096:00
Estonia,4,0,6/10/20096:00
Finland,4,0,6/10/20096:00
France,71,0,6/10/20096:00
Germany,78,0,6/10/20096:00
Greece,5,0,6/10/20096:00
Guatemala,60,0,6/10/20096:00
Honduras,89,0,6/10/20096:00
Hungary,3,0,6/10/20096:00
Iceland,2,0,6/10/20096:00
India,4,0,6/10/20096:00
Ireland,12,0,6/10/20096:00
Israel,63,0,6/10/20096:00
Italy,50,0,6/10/20096:00
Jamaica,7,0,6/10/20096:00
Japan,485,0,6/10/20096:00
Korea,Republicof,48,0,6/10/20096:00
Kuwait,18,0,6/10/20096:00
Lebanon,8,0,6/10/20096:00
Luxembourg,1,0,6/10/20096:00
Malaysia,5,0,6/10/20096:00
Mexico,5717,106,6/10/20096:00
Netherlands,22,0,6/10/20096:00
NewZealand,23,0,6/10/20096:00
Nicaragua,29,0,6/10/20096:00
Norway,9,0,6/10/20096:00
Panama,221,0,6/10/20096:00
Paraguay,16,0,6/10/20096:00
Peru,64,0,6/10/20096:00
Philippines,54,0,6/10/20096:00
Poland,6,0,6/10/20096:00
Portugal,2,0,6/10/20096:00
Romania,9,0,6/10/20096:00
Russia,3,0,6/10/20096:00
SaudiArabia,1,0,6/10/20096:00
Singapore,18,0,6/10/20096:00
Slovakia,3,0,6/10/20096:00
Spain,331,0,6/10/20096:00
Sweden,16,0,6/10/20096:00
Switzerland,16,0,6/10/20096:00
Thailand,8,0,6/10/20096:00
TrinidadandTobago,2,0,6/10/20096:00
Turkey,10,0,6/10/20096:00
Ukraine,1,0,6/10/20096:00
UnitedArabEmirates,1,0,6/10/20096:00
UnitedKingdom,666,0,6/10/20096:00
UnitedStatesofAmerica,13217,27,6/10/20096:00
Uruguay,24,0,6/10/20096:00
Venezuela,12,0,6/10/20096:00
VietNam,15,0,6/10/20096:00
GrandTotal,27737,141,6/10/20096:00
Argentina,202,0,6/8/20096:00
Australia,1051,0,6/8/20096:00
Austria,5,0,6/8/20096:00
Bahamas,1,0,6/8/20096:00
Bahrain,1,0,6/8/20096:00
Barbados,2,0,6/8/20096:00
Belgium,14,0,6/8/20096:00
Bolivia,3,0,6/8/20096:00
Brazil,35,0,6/8/20096:00
Bulgaria,2,0,6/8/20096:00
Canada,2115,3,6/8/20096:00
CaymanIslands,UKOT,1,0,6/8/20096:00
Chile,411,1,6/8/20096:00
China,108,0,6/8/20096:00
Colombia,25,0,6/8/20096:00
CostaRica,68,1,6/8/20096:00
Cuba,5,0,6/8/20096:00
Cyprus,1,0,6/8/20096:00
CzechRepublic,2,0,6/8/20096:00
Denmark,7,0,6/8/20096:00
Dominica,1,0,6/8/20096:00
DominicanRepublic,44,1,6/8/20096:00
Ecuador,60,0,6/8/20096:00
Egypt,1,0,6/8/20096:00
ElSalvador,69,0,6/8/20096:00
Estonia,3,0,6/8/20096:00
Finland,4,0,6/8/20096:00
France,58,0,6/8/20096:00
Germany,63,0,6/8/20096:00
Greece,5,0,6/8/20096:00
Guatemala,30,0,6/8/20096:00
Honduras,34,0,6/8/20096:00
Hungary,3,0,6/8/20096:00
Iceland,1,0,6/8/20096:00
India,4,0,6/8/20096:00
Ireland,11,0,6/8/20096:00
Israel,54,0,6/8/20096:00
Italy,50,0,6/8/20096:00
Jamaica,4,0,6/8/20096:00
Japan,410,0,6/8/20096:00
Korea,Republicof,47,0,6/8/20096:00
Kuwait,18,0,6/8/20096:00
Lebanon,3,0,6/8/20096:00
Luxembourg,1,0,6/8/20096:00
Malaysia,5,0,6/8/20096:00
Mexico,5717,106,6/8/20096:00
Netherlands,10,0,6/8/20096:00
NewZealand,14,0,6/8/20096:00
Nicaragua,18,0,6/8/20096:00
Norway,9,0,6/8/20096:00
Panama,179,0,6/8/20096:00
Paraguay,5,0,6/8/20096:00
Peru,61,0,6/8/20096:00
Philippines,33,0,6/8/20096:00
Poland,5,0,6/8/20096:00
Portugal,2,0,6/8/20096:00
Romania,9,0,6/8/20096:00
Russia,3,0,6/8/20096:00
SaudiArabia,1,0,6/8/20096:00
Singapore,15,0,6/8/20096:00
Slovakia,3,0,6/8/20096:00
Spain,291,0,6/8/20096:00
Sweden,14,0,6/8/20096:00
Switzerland,16,0,6/8/20096:00
Thailand,8,0,6/8/20096:00
TrinidadandTobago,2,0,6/8/20096:00
Turkey,10,0,6/8/20096:00
UnitedArabEmirates,1,0,6/8/20096:00
UnitedKingdom,557,0,6/8/20096:00
UnitedStatesofAmerica,13217,27,6/8/20096:00
Uruguay,17,0,6/8/20096:00
Venezuela,4,0,6/8/20096:00
VietNam,9,0,6/8/20096:00
GrandTotal,25288,139,6/8/20096:00
Argentina,147,0,6/5/20096:00
Australia,876,0,6/5/20096:00
Austria,2,0,6/5/20096:00
Bahamas,1,0,6/5/20096:00
Bahrain,1,0,6/5/20096:00
Barbados,1,0,6/5/20096:00
Belgium,13,0,6/5/20096:00
Bolivia,3,0,6/5/20096:00
Brazil,28,0,6/5/20096:00
Bulgaria,1,0,6/5/20096:00
Canada,1795,3,6/5/20096:00
Chile,369,1,6/5/20096:00
China,89,0,6/5/20096:00
Colombia,24,0,6/5/20096:00
CostaRica,68,1,6/5/20096:00
Cuba,4,0,6/5/20096:00
Cyprus,1,0,6/5/20096:00
CzechRepublic,2,0,6/5/20096:00
Denmark,4,0,6/5/20096:00
DominicanRepublic,33,0,6/5/20096:00
Ecuador,43,0,6/5/20096:00
Egypt,1,0,6/5/20096:00
ElSalvador,49,0,6/5/20096:00
Estonia,3,0,6/5/20096:00
Finland,4,0,6/5/20096:00
France,47,0,6/5/20096:00
Germany,43,0,6/5/20096:00
Greece,5,0,6/5/20096:00
Guatemala,23,0,6/5/20096:00
Honduras,34,0,6/5/20096:00
Hungary,3,0,6/5/20096:00
Iceland,1,0,6/5/20096:00
India,4,0,6/5/20096:00
Ireland,8,0,6/5/20096:00
Israel,39,0,6/5/20096:00
Italy,38,0,6/5/20096:00
Jamaica,2,0,6/5/20096:00
Japan,410,0,6/5/20096:00
Korea,Republicof,41,0,6/5/20096:00
Kuwait,18,0,6/5/20096:00
Lebanon,3,0,6/5/20096:00
Luxembourg,1,0,6/5/20096:00
Malaysia,2,0,6/5/20096:00
Mexico,5563,103,6/5/20096:00
